index,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,price_per_kg
2592,Toyota Innova 2.5 VX 8 STR,13,960000,153000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,75000
2593,Mahindra Thar CRDe AC,11,525000,70000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6.0,31722
2594,Hyundai Grand i10 CRDi Sportz,10,345000,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,14375
2595,Honda Amaze S i-Vtech,10,390000,50000,Petrol,Individual,Manual,First Owner,18.0,1198.0,86.7,5.0,21666
2596,Datsun GO T Option BSIV,10,275000,20000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5.0,13330
2597,Chevrolet Sail 1.2 LS ABS,11,310000,35000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,17032
2598,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,8,500000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,26455
2599,Chevrolet Sail Hatchback LT ABS,12,200000,70000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5.0,9049
2600,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,7,650000,53000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.0,5.0,32274
2601,Honda City i-DTEC VX,7,1031000,60000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,40273
2602,Hyundai EON 1.0 Era Plus,7,330000,70000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,16256
2603,Hyundai Santro Era,6,399000,4000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,19655
2604,Hyundai i10 Magna,13,250000,103000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,12278
2605,Hyundai Grand i10 1.2 CRDi Sportz Option,8,600000,20000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,25000
2606,Maruti Swift VDI,12,375000,77000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,16375
2607,Volkswagen Vento Diesel Highline,13,375000,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,18257
2608,Hyundai Verna 1.6 CRDi EX MT,12,445000,87185,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,5.0,19937
2609,Maruti Wagon R LXI,22,55000,167000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,2910
2610,Hyundai i20 2015-2017 Asta 1.4 CRDi,9,611000,77000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,27107
2611,Hyundai Verna 1.4 CRDi,11,459999,110000,Diesel,Individual,Manual,Second Owner,24.8,1396.0,88.7,5.0,18548
2612,Ford Fiesta EXi 1.4 TDCi Ltd,14,275000,120000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,15449
2613,Hyundai Santro Xing GLS CNG,14,185000,170000,CNG,Individual,Manual,First Owner,11.88,1086.0,62.1,5.0,15572
2614,Hyundai Verna 1.6 SX,13,390000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,17473
2615,Chevrolet Spark 1.0 LT,18,72000,40000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,4000
2616,Tata Indica V2 DL BSIII,18,90000,50000,Diesel,Individual,Manual,First Owner,17.88,1396.0,52.8,5.0,5033
2617,Toyota Etios GD,10,500000,125000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5.0,21195
2618,Maruti Wagon R LXI CNG,14,200000,137000,CNG,Individual,Manual,First Owner,26.2,998.0,58.2,5.0,7633
2619,Mahindra XUV500 W9 BSIV,6,1575000,18000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,104304
2620,Hyundai Grand i10 Sportz,10,511000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,27037
2621,Fiat Grande Punto 1.4 Emotion,16,150000,55000,Petrol,Individual,Manual,First Owner,14.6,1368.0,88.7,5.0,10273
2622,Toyota Innova Crysta 2.7 GX AT 8 STR,5,1500000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694.0,163.7,8.0,139534
2623,Maruti Alto 800 LXI,12,185000,80000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,8135
2624,Maruti Baleno Delta 1.2,7,550000,30000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,25700
2625,Maruti Alto K10 VXI,8,325000,3564,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,13569
2626,Maruti Swift Dzire VDI Optional,10,525000,80000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,19744
2627,Force One SX ABS 7 Seating,7,1050000,13000,Diesel,Individual,Manual,First Owner,17.0,2200.0,139.01,7.0,61764
2628,Tata Indigo CS eVX,13,300000,120000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,12000
2629,Chevrolet Beat LT,14,120000,90000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,6451
2649,Hyundai Santro Xing GLS,14,170000,50000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5.0,9486
2650,Tata Indigo CS eLX BS IV,15,320000,42000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,13894
2651,Maruti Celerio ZXI AT,9,350000,17000,Petrol,Individual,Automatic,First Owner,23.1,998.0,67.04,5.0,15151
2652,Maruti Swift AMT VXI,7,500000,40000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,22727
2653,Tata Indigo LS,16,135000,137000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,7941
2654,Renault KWID RXL,7,340000,20000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,13508
2655,Hyundai Grand i10 Sportz,5,330000,70000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0,17460
2656,Maruti SX4 Vxi BSIV,14,350000,48756,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5.0,22580
2657,Toyota Fortuner 4x2 AT,10,1850000,30000,Diesel,Individual,Automatic,Second Owner,12.55,2982.0,168.5,7.0,147410
2658,Hyundai Xcent 1.1 CRDi SX,9,400000,110000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5.0,16393
2659,Ford Fiesta Classic 1.4 Duratorq CLXI,11,325000,80322,Diesel,Dealer,Manual,First Owner,17.8,1399.0,67.0,5.0,18258
2660,Mahindra Scorpio 1.99 S4,10,1000000,35000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,64935
2662,Maruti SX4 ZDI Leather,13,350000,70000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5.0,16279
2682,Toyota Etios GD,13,500000,90000,Diesel,Individual,Manual,First Owner,19.41878335651954,,0.0,,25748
2683,Honda Mobilio RS i DTEC,10,550000,120000,Diesel,Individual,Manual,Second Owner,24.5,1498.0,98.6,7.0,22448
2684,Tata Safari Storme VX,10,925000,60000,Diesel,Individual,Manual,First Owner,14.0,2179.0,138.1,7.0,66071
2685,Mahindra Scorpio VLX AT AIRBAG BSIV,15,509999,97000,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120.0,8.0,43256
2686,Mahindra Xylo D2,14,250000,100000,Diesel,Individual,Manual,Second Owner,13.0,2489.0,95.0,8.0,19230
2687,Hyundai i20 Active 1.2 SX,10,500000,36000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,29086
2688,Hyundai Creta 1.4 CRDi S,6,1050000,27000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,49111
2689,Maruti Swift Dzire VDI,11,490000,50000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,20940
2690,Maruti Eeco 5 Seater AC BSIV,5,415000,15000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,27000
2691,Maruti Alto 800 LXI Anniversary Edition,12,190000,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,8355
2692,Maruti Swift Dzire VDI,7,680000,120000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,23943
2693,Maruti Alto 800 LXI Airbag,12,190000,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,8355
2694,Mahindra Scorpio 2009-2014 SLE 7S BSIV,12,479000,173000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,7.0,39751
2695,Maruti Alto 800 LXI,9,270000,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,11873
2696,Hyundai i10 Era,17,170000,70000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0,8581
2697,Maruti Ciaz 1.4 Alpha,7,764000,25000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,36854
2698,Mahindra Bolero 2011-2019 SLE,6,710000,30000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,44486
2699,Maruti Alto 800 VXI,8,310000,35000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,12550
2700,Mahindra Bolero Power Plus SLX,8,620000,100000,Diesel,Individual,Manual,Second Owner,16.5,1493.0,70.0,7.0,37575
2701,Hyundai EON Sportz,8,280000,31000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,13270
2702,Toyota Fortuner 4x2 AT,10,1500000,80000,Diesel,Individual,Automatic,Second Owner,12.55,2982.0,168.5,7.0,119521
2703,Hyundai Grand i10 Asta Option,9,450000,40000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,23809
2704,Mercedes-Benz GLA Class 200 D Sport Edition,8,2199000,10000,Diesel,Individual,Automatic,Second Owner,17.9,2143.0,136.0,5.0,122849
2705,Mercedes-Benz M-Class ML 350 CDI,12,3600000,50000,Diesel,Individual,Automatic,First Owner,11.74,2987.0,254.8,5.0,306643
2706,Ford Fiesta Classic 1.6 SXI Duratec,17,285000,60000,Petrol,Individual,Manual,Second Owner,15.3,1596.0,99.6,5.0,18627
2707,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,18,465000,210000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,36328
2708,BMW 3 Series 320d Highline,16,1100000,60000,Diesel,Individual,Automatic,Second Owner,16.07,1995.0,181.0,5.0,68450
2709,Volkswagen Vento Diesel Highline,14,350000,110000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,17039
2710,Maruti Ertiga BSIV LXI,8,600000,35000,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,7.0,34285
2711,Maruti Baleno Delta 1.2,8,570000,35000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,26635
2712,Maruti Alto K10 VXI,9,325000,20000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,13569
2713,Mahindra XUV500 AT W6 1.99 mHawk,9,975000,54000,Diesel,Individual,Automatic,First Owner,16.0,1997.0,140.0,7.0,60937
2714,Hyundai i20 2015-2017 Sportz Option 1.2,10,480000,60000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,25806
2715,Maruti Alto 800 Base,11,185000,10300,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,8135
2716,Hyundai Creta 1.6 CRDi AT SX Plus,10,1050000,50000,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,5.0,61728
2717,Maruti Baleno Alpha,6,760000,3000,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,36173
2718,Volkswagen Polo 2015-2019 1.0 MPI Trendline,6,570000,5000,Petrol,Individual,Manual,First Owner,18.78,999.0,75.0,5.0,30351
2719,Ford Fiesta 1.6 SXI ABS Duratec,19,130000,145000,Petrol,Individual,Manual,First Owner,19.41878335651954,,0.0,,6694
2720,Maruti Baleno Alpha 1.2,7,700000,13000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,32710
2721,Ford EcoSport 1.5 Ti VCT AT Titanium BSIV,10,775000,30000,Petrol,Individual,Automatic,First Owner,15.63,1499.0,110.4,5.0,49584
2722,BMW 7 Series 730Ld,18,750000,60000,Diesel,Individual,Automatic,Second Owner,14.49,2993.0,258.0,5.0,51759
2723,Chevrolet Spark 1.0 LS,15,140000,100000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,7777
2724,Maruti Alto 800 Base,9,220000,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,9674
2725,Hyundai Santro Xing (Non-AC),12,184000,15000,Petrol,Individual,Manual,First Owner,0.0,1086.0,62.1,5.0,0
2726,Toyota Qualis GS G1,23,210000,275000,Diesel,Individual,Manual,Fourth & Above Owner,19.41878335651954,,0.0,,10814
2727,Hyundai i20 2015-2017 Sportz 1.2,8,440000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,23655
2728,Hyundai i20 Active 1.4 SX,8,650000,80000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,30674
2729,Mahindra TUV 300 T8 AMT,8,660000,50000,Diesel,Individual,Automatic,First Owner,18.49,1493.0,100.0,7.0,35694
2730,Maruti Eeco CNG 5 Seater AC BSIV,8,380000,30000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0,17319
2731,Toyota Corolla Altis Diesel D4DG,13,415000,125000,Diesel,Individual,Manual,Second Owner,21.43,1364.0,87.2,5.0,19365
2732,Hyundai i10 Magna 1.1L,13,225000,110000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,11357
2733,Maruti Ertiga VDI,12,600000,30000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,28887
2734,Maruti Ertiga ZDI,11,620000,148000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7.0,29850
2735,Mahindra TUV 300 T6 Plus,9,750000,35000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,40562
2736,Hyundai Grand i10 Magna,9,400000,80000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,21164
2737,Maruti Wagon R LX,20,110000,110000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,5820
2738,Tata Indica Vista TDI LS,13,119000,95000,Diesel,Individual,Manual,Second Owner,19.4,1405.0,70.0,5.0,6134
2739,Honda Amaze S i-Dtech,10,600000,25000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,23255
2740,Maruti Zen Estilo LXI Green (CNG),14,200000,80000,CNG,Individual,Manual,First Owner,26.3,998.0,67.1,5.0,7604
2741,Tata Zest Quadrajet 1.3 XMS,11,280000,60000,Diesel,Individual,Manual,Second Owner,23.0,1248.0,88.7,5.0,12173
2742,Skoda Rapid 1.6 MPI Ambition,12,375000,100000,Petrol,Individual,Manual,First Owner,15.0,1598.0,105.0,5.0,25000
2743,Datsun GO Plus T Option BSIV,9,350000,50000,Petrol,Individual,Manual,First Owner,19.44,1198.0,67.0,7.0,18004
2744,Hyundai Xcent 1.2 CRDi SX Option,8,620000,31000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,24409
2745,Maruti Swift Dzire VDI,8,570000,120000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,21436
2746,Maruti Swift Dzire VDi,13,290000,105000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,15025
2747,Maruti Ertiga SHVS ZDI Plus,9,711000,120000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,28996
2748,Maruti Swift VDI,13,370000,60000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,16157
2749,Maruti Dzire LXI,5,550000,15000,Petrol,Individual,Manual,First Owner,23.26,1197.0,88.5,5.0,23645
2750,Maruti Swift VXI,12,325000,150000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,17473
2751,Honda Amaze VX Diesel BSIV,7,670000,93000,Diesel,Individual,Manual,First Owner,27.4,1498.0,98.63,5.0,24452
2752,Hyundai i10 Magna 1.1L,8,385000,42000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,19434
2753,Hyundai Santro Xing GLS,17,114999,80000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,6417
2754,Hyundai Santro Xing GLS,15,200000,90000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,11160
2755,Maruti Vitara Brezza VDi AMT,6,860000,6500,Diesel,Individual,Automatic,First Owner,24.3,1248.0,88.5,5.0,35390
2756,Maruti Baleno Delta 1.3,7,600000,60000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,21905
2757,Maruti Alto K10 VXI,9,265000,110000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,11064
2758,Tata Indica V2 Emax CNG GLX,10,155000,60000,CNG,Individual,Manual,Second Owner,23.7,1193.0,55.23,5.0,6540
2759,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,6,900000,60000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,35856
2760,Maruti Ertiga VDI,12,650000,170000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,31295
2761,Maruti 800 EX,21,70000,220000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,4347
2762,Maruti Alto 800 LXI,13,180000,80000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,7915
2763,Hyundai EON Magna Plus,12,200000,57000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,9478
2764,Hyundai i10 Magna 1.1L,11,300000,100000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,15143
2765,Hyundai Verna 1.6 VTVT S,10,650000,40000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.3,5.0,38212
2766,Maruti Alto 800 LXI,11,267000,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,11741
2767,Maruti Wagon R LXI CNG,7,450000,50000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0,16917
2768,Hyundai Grand i10 Sportz,11,400000,90000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,21164
2769,Mahindra Xylo D4 BSIV,13,310000,86000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,8.0,22142
2770,Tata Nano Cx,16,70000,15000,Petrol,Individual,Manual,First Owner,26.0,624.0,35.0,4.0,2692
2771,Mahindra Bolero 2011-2019 EX AC,8,675000,70000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,42293
2772,Ford Classic 1.6 Duratec Titanium,12,350000,120000,Petrol,Individual,Manual,First Owner,14.09,1596.0,99.6,5.0,24840
2773,Maruti Alto K10 VXI,11,240000,80000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,10020
2774,Tata Indigo CS LX (TDI) BS-III,11,185000,80000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5.0,9690
2775,Hyundai EON Era Plus,8,250000,50000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,11848
2776,Maruti Alto LXi,16,135000,100000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,6852
2777,Hyundai Verna 1.6 SX,14,500000,80000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,22401
2778,Tata New Safari DICOR 2.2 VX 4x2,15,300000,108957,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7.0,21536
2779,Tata Tiago 1.2 Revotron XT,8,328000,68000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5.0,13758
2780,Mahindra Bolero 2011-2019 SLE BSIII,10,509999,65000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,31954
2781,Mahindra Xylo H9,10,575000,110000,Diesel,Individual,Manual,Second Owner,14.02,2179.0,118.3,8.0,41012
2782,Mahindra Xylo E8 ABS Airbag BSIV,13,700000,50000,Diesel,Individual,Manual,First Owner,12.2,2498.0,112.0,8.0,57377
2783,Maruti Wagon R LXI Minor,17,105000,100000,Petrol,Individual,Manual,Third Owner,18.9,1061.0,67.0,5.0,5555
2784,Maruti 800 AC,17,60000,80000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,3726
2785,Maruti Alto LXi BSIII,17,112999,80000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,5735
2786,Tata Indica Vista TDI LS,10,229999,120000,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70.0,5.0,12041
2787,Ford Figo Diesel ZXI,13,325000,150000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,16250
2788,Hyundai i20 1.2 Spotz,8,650000,20000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,34946
2789,Tata Indigo LX,16,85000,80000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,5000
2790,Honda Mobilio RS Option i DTEC,10,570000,93000,Diesel,Individual,Manual,Second Owner,24.5,1498.0,98.6,7.0,23265
2791,Maruti Swift VDI BSIV,10,525000,134000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,20833
2792,Hyundai i20 Magna,12,350000,90000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,18918
2793,Maruti Swift VXI with ABS,18,250000,60000,Petrol,Individual,Manual,First Owner,16.6,1197.0,85.0,5.0,15060
2794,Mahindra Xylo D2 BS IV,15,300000,120000,Diesel,Individual,Manual,Second Owner,14.0,2489.0,95.0,8.0,21428
2795,Jeep Compass 2.0 Limited Option,8,1325000,30000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,77485
2796,Hyundai i20 2015-2017 Asta 1.4 CRDi,8,650000,22200,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,28837
2797,Hyundai Grand i10 1.2 Kappa Sportz Option,7,520000,6000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,27513
2798,Maruti Swift VXI Deca,9,500000,32000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,24509
2799,Renault KWID RXL,9,220000,90000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,8740
2800,Maruti Ciaz 1.3 Alpha,8,650000,78000,Diesel,Individual,Manual,Third Owner,28.09,1248.0,88.5,5.0,23139
2801,Honda WR-V i-VTEC VX,8,819999,12000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0,46857
2802,Renault Duster 85PS Diesel RxL Explore,9,645000,120000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,32460
2803,Maruti Ertiga SHVS VDI,10,780000,40000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,31810
2804,Honda City 2017-2020 EXi,17,215000,110000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,12146
2805,Toyota Innova 2.5 V Diesel 7-seater,18,600000,260000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,7.0,46875
2806,Maruti Alto LX,14,114999,10000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,5837
2807,Tata Indica V2 LSi,13,75000,12000,Petrol,Individual,Manual,First Owner,16.84,1193.0,64.4,5.0,4453
2808,Chevrolet Beat LT,14,120000,60000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,6451
2809,Renault KWID RXT Optional,9,250000,41000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,9932
2810,Maruti Omni E MPI STD BS IV,7,200000,25000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0,11904
2811,Hyundai Xcent 1.2 Kappa S,10,380000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,19895
2812,Honda Amaze S Option i-DTEC,7,560000,50000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,21705
2813,Maruti Ignis 1.2 Zeta BSIV,7,575000,10000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,27525
2814,Mahindra Bolero Power Plus SLE,8,620000,40000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,37575
2815,Mahindra Scorpio VLX 2WD AIRBAG BSIII,13,525000,120000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,8.0,43568
2816,Maruti Swift Dzire VDI,8,635000,40000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,23881
2817,Renault Duster Adventure Edition RXZ AWD,9,650000,80000,Diesel,Individual,Manual,First Owner,19.72,1461.0,108.45,5.0,32961
2818,Maruti 800 Std,24,39000,42108,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,2422
2819,Ford Figo Aspire 1.5 TDCi Titanium Opt,8,550000,70000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5.0,21293
2820,Maruti Ritz VDi,16,145000,150000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5.0,6872
2821,Tata Indigo LS,18,130000,100000,Diesel,Individual,Manual,Third Owner,16.1,1405.0,70.0,5.0,8074
2822,Maruti Ertiga ZDI Plus,8,825000,79000,Diesel,Dealer,Manual,First Owner,25.47,1248.0,88.5,7.0,32391
2823,Toyota Fortuner 4x2 AT,10,1650000,91000,Diesel,Dealer,Automatic,Second Owner,12.55,2982.0,168.5,7.0,131474
2824,Maruti Vitara Brezza ZDi,7,875000,50000,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,36008
